Ponto / Grupo,Data,Hora,Ativa C (kWh),Qualidade,Origem
RJAQTEENTR101 (L),14/04/2024,1,"16,811",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,2,"16,693",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,3,"17,454",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,4,"16,285",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,5,"16,248",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,6,"315,287",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,7,"439,273",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,8,"453,654",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,9,"454,607",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,10,"473,408",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,11,"471,271",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,12,"467,557",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,13,"139,599",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,14,"25,694",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,15,"20,969",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,16,"20,914",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,17,"23,202",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,18,"19,541",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,19,"17,842",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,20,"19,827",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,21,"19,229",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,22,"18,761",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,23,"18,731",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/04/2024,24,"18,981",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,1,"18,087",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,2,"18,288",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,3,"18,139",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,4,"17,831",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,5,"17,908",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,6,"18,296",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,7,"228,401",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,8,"877,922",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,9,"1.050,501",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,10,"1.083,659",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,11,"1.099,633",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,12,"1.081,116",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,13,"705,400",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,14,"1.029,183",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,15,"1.087,768",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,16,"1.074,213",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,17,"1.055,381",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,18,"313,196",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,19,"43,383",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,20,"39,223",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,21,"38,095",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,22,"38,898",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,23,"31,796",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/04/2024,24,"21,862",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,1,"21,915",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,2,"14,630",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,3,"15,025",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,4,"14,966",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,5,"14,619",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,6,"483,883",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,7,"719,515",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,8,"1.049,036",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,9,"1.071,856",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,10,"1.098,145",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,11,"1.099,382",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,12,"969,631",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,13,"686,109",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,14,"947,606",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,15,"1.075,167",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,16,"1.088,105",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,17,"1.054,841",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,18,"135,447",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,19,"44,845",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,20,"42,289",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,21,"41,932",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,22,"40,495",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,23,"24,255",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/04/2024,24,"24,876",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,1,"24,826",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,2,"19,612",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,3,"16,506",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,4,"16,796",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,5,"16,593",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,6,"440,053",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,7,"579,971",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,8,"953,940",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,9,"1.016,605",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,10,"1.053,805",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,11,"1.099,718",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,12,"1.059,088",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,13,"896,523",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,14,"947,012",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,15,"1.086,103",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,16,"1.104,388",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,17,"1.075,996",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,18,"815,606",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,19,"42,702",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,20,"45,138",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,21,"42,540",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,22,"40,360",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,23,"39,956",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/04/2024,24,"39,555",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,1,"27,611",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,2,"25,054",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,3,"21,369",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,4,"19,124",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,5,"19,421",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,6,"470,244",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,7,"600,005",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,8,"1.003,304",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,9,"994,512",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,10,"762,810",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,11,"0,013",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,12,"0,010",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,13,"0,000",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,14,"0,000",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,15,"0,000",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,16,"0,000",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,17,"0,001",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,18,"25,399",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,19,"7,519",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,20,"16,472",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,21,"46,540",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,22,"37,075",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,23,"24,962",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/04/2024,24,"25,929",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,1,"21,181",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,2,"21,243",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,3,"21,053",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,4,"21,334",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,5,"21,225",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,6,"439,636",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,7,"513,774",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,8,"1.005,775",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,9,"1.008,160",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,10,"1.026,479",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,11,"985,667",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,12,"1.051,457",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,13,"696,971",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,14,"917,396",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,15,"1.067,494",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,16,"1.103,252",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,17,"1.097,802",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,18,"964,769",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,19,"34,683",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,20,"31,842",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,21,"32,571",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,22,"30,773",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,23,"30,648",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/04/2024,24,"29,500",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,1,"29,163",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,2,"29,177",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,3,"28,753",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,4,"28,674",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,5,"376,753",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,6,"624,648",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,7,"658,117",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,8,"660,390",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,9,"657,063",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,10,"679,225",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,11,"690,664",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,12,"717,188",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,13,"705,758",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,14,"685,000",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,15,"696,817",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,16,"362,965",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,17,"34,887",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,18,"31,301",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,19,"20,158",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,20,"21,265",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,21,"18,465",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,22,"17,910",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,23,"17,215",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/04/2024,24,"21,745",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,1,"19,658",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,2,"16,553",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,3,"16,778",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,4,"16,767",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,5,"162,408",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,6,"570,590",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,7,"540,150",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,8,"572,484",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,9,"606,223",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,10,"633,905",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,11,"642,539",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,12,"633,764",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,13,"616,228",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,14,"581,265",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,15,"42,847",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,16,"18,337",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,17,"18,705",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,18,"19,579",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,19,"21,396",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,20,"18,676",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,21,"17,665",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,22,"17,988",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,23,"17,522",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/04/2024,24,"16,891",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,1,"16,466",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,2,"16,321",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,3,"16,494",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,4,"16,169",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,5,"14,640",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,6,"204,246",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,7,"472,272",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,8,"679,286",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,9,"790,647",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,10,"839,859",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,11,"864,662",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,12,"831,513",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,13,"679,176",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,14,"786,278",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,15,"797,814",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,16,"752,850",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,17,"792,249",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,18,"148,563",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,19,"35,438",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,20,"35,923",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,21,"38,055",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,22,"33,921",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,23,"18,573",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/04/2024,24,"18,289",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,1,"17,649",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,2,"17,786",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,3,"17,724",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,4,"18,271",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,5,"17,674",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,6,"480,404",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,7,"599,157",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,8,"747,314",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,9,"793,593",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,10,"797,097",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,11,"789,763",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,12,"770,380",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,13,"683,747",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,14,"766,476",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,15,"738,892",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,16,"675,578",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,17,"781,803",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,18,"433,342",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,19,"39,062",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,20,"40,608",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,21,"39,564",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,22,"38,110",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,23,"33,142",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/04/2024,24,"21,227",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,1,"21,187",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,2,"21,243",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,3,"22,100",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,4,"21,040",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,5,"21,427",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,6,"450,834",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,7,"503,091",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,8,"699,217",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,9,"772,008",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,10,"801,802",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,11,"824,964",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,12,"836,916",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,13,"731,550",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,14,"832,808",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,15,"825,763",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,16,"788,952",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,17,"827,340",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,18,"54,657",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,19,"40,957",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,20,"37,564",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,21,"35,968",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,22,"33,658",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,23,"33,407",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/04/2024,24,"34,031",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,1,"23,776",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,2,"17,778",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,3,"17,784",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,4,"18,046",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,5,"16,358",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,6,"348,909",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,7,"504,600",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,8,"764,380",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,9,"793,456",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,10,"811,288",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,11,"822,464",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,12,"813,753",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,13,"700,850",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,14,"686,671",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,15,"817,844",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,16,"790,470",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,17,"795,769",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,18,"83,004",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,19,"37,808",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,20,"37,509",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,21,"35,454",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,22,"35,226",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,23,"34,544",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/04/2024,24,"32,524",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,1,"31,131",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,2,"17,223",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,3,"16,587",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,4,"16,046",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,5,"16,500",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,6,"478,627",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,7,"643,907",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,8,"814,761",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,9,"821,486",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,10,"828,077",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,11,"787,516",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,12,"796,804",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,13,"542,708",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,14,"754,402",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,15,"775,909",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,16,"779,022",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,17,"647,206",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,18,"33,730",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,19,"39,374",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,20,"35,871",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,21,"37,565",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,22,"34,871",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,23,"36,277",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/04/2024,24,"32,933",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/04/2024,1,"22,699",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/04/2024,2,"17,306",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/04/2024,3,"17,245",Completo,COLETA DIÁRIA
